ID	NAME	EQUATION	EC-NUMBER	GENE ASSOCIATION	CN4_AVERAGE	CN4_STDEV	CN4_STDEV, %	CN22_AVERAGE	CN22_STDEV	CN22_STDEV, %	CN38_AVERAGE	CN38_STDEV	CN38_STDEV, %	CN78_AVERAGE	CN78_STDEV	CN78_STDEV, %	hGR_AVERAGE	hGR_STDEV	hGR_STDEV, %
r_0039	3-dehydroquinate dehydratase	3-dehydroquinate[c] => 3-dehydroshikimate[c] + H2O[c]	1.1.1.25;2.5.1.19;2.7.1.71;4.2.1.10;4.2.3.4	YDR127W	0.0320682700870418	0.00101969098306727	3.17975051444796	0.0359699812110715	0.00562915054207474	15.649578766925	0.0221036428479195	0.00608938838378318	27.5492525176968	0.0193055440671196	0.0118193665517599	61.2226545424851	0.0775717371266145	0.00813368024304673	10.4853656039322
r_0040	3-dehydroquinate synthase	7-phospho-2-dehydro-3-deoxy-D-arabino-heptonic acid[c] => 3-dehydroquinate[c] + phosphate[c]	1.1.1.25;2.5.1.19;2.7.1.71;4.2.1.10;4.2.3.4	YDR127W	0.0320682700870418	0.00101969098306727	3.17975051444796	0.0359699812110715	0.00562915054207474	15.649578766925	0.0221036428479195	0.00608938838378318	27.5492525176968	0.0193055440671196	0.0118193665517599	61.2226545424851	0.0775717371266145	0.00813368024304673	10.4853656039322
r_0041	3-dehydrosphinganine reductase	3-ketosphinganine[er] + 2 H+[er] + NADPH[er] => NADP(+)[er] + sphinganine[er]	1.1.1.102	YBR265W	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
r_0042	3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase	D-erythrose 4-phosphate[c] + H2O[c] + phosphoenolpyruvate[c] => 7-phospho-2-dehydro-3-deoxy-D-arabino-heptonic acid[c] + phosphate[c]	2.5.1.54	YBR249C or YDR035W	4.88514203699425e-05	0.00131103555440864	2683.72044145373	6.8443972996403e-05	0.00164610603571202	2405.04161819849	6.07716398383499e-05	0.00155802971359121	2563.74472983699	4.08912109197795e-05	0.00174317638238121	4262.96102064813	8.07240443667715e-05	0.00293724561887901	3638.62544539216
r_0043	3-hexaprenyl-4,5-dihydroxybenzoate hydroxylase	3-hexaprenyl-4-hydroxybenzoic acid[c] + 0.5 oxygen[c] => 3-hexaprenyl-4,5-dihydroxybenzoic acid[c]		YPL252C or YDR376W	0	0	NaN	-1.31497417700059e-13	9.2982715764228e-12	-7071.06781186521	0	0	NaN	0	0	NaN	0	0	NaN
r_0044	3-hexaprenyl-4-hydroxy-5-methoxybenzoate decarboxylase	3-hexaprenyl-4-hydroxy-5-methoxybenzoic acid[m] + H+[m] => 2-hexaprenyl-6-methoxyphenol[m] + carbon dioxide[m]		YDR538W and YDR539W	0	0	NaN	-1.31497417728971e-13	9.29827157846698e-12	-7071.06781186505	0	0	NaN	0	0	NaN	0	0	NaN
r_0045	3-hydroxy-L-kynurenine hydrolase	3-hydroxy-L-kynurenine[c] + H2O[c] => 3-hydroxyanthranilate[c] + L-alanine[c]	3.7.1.3	YLR231C	0.00057676956095898	5.02616392938912e-07	0.0871433631315815	0.000577502316926747	3.805918419326e-06	0.65903084849593	0.000577720970822317	5.02336794856952e-06	0.869514558458792	0.00057866604437664	9.90411602613582e-06	1.71154262849566	0.00167333419299062	5.05591802002472e-06	0.302146339996117
r_0057	3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA)	(S)-3-hydroxytetradecanoyl-CoA[p] + NAD[p] => 3-oxotetradecanoyl-CoA[p] + H+[p] + NADH[p]	1.1.1.n12;4.2.1.119	YKR009C	0.000201627492086562	0.00154586181467832	766.691981674137	0.000775249756340426	0.00588956306608083	759.698796150878	0.0015953441459647	0.0123427113996575	773.670773850107	0.00220974851927607	0.0164154795802283	742.866413849035	0.00114987937964185	0.0084950596587411	738.778328331016
r_0058	3-hydroxyanthranilate 3,4-dioxygenase	3-hydroxyanthranilate[c] + oxygen[c] => 2-amino-3-carboxymuconate-6-semialdehyde[c] + H+[c]	1.13.11.6	YJR025C	0.00057676956095898	5.02616392938912e-07	0.0871433631315815	0.000577502316926747	3.805918419326e-06	0.65903084849593	0.000577720970822317	5.02336794856952e-06	0.869514558458792	0.00057866604437664	9.90411602613582e-06	1.71154262849566	0.00167333419299062	5.05591802002472e-06	0.302146339996117
r_0059	3-isopropylmalate 3-methyltransferase	(2R,3S)-3-isopropylmalate[c] + S-adenosyl-L-methionine[c] => 3-hydroxy-2-isopropyl-4-methoxy-4-oxobutanoate[c] + S-adenosyl-L-homocysteine[c]	2.1.1.145	YER175C	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
r_0060	3-isopropylmalate dehydratase	(2R,3S)-3-isopropylmalate[c] <=> 2-isopropylmaleic acid[c] + H2O[c]	4.2.1.33	YGL009C	-0.0351843602645601	0.000264801948065954	-0.752612655381087	-0.0390579278854268	0.00421514223670208	-10.7920272910198	-0.0235045603393229	0.00295460492632363	-12.570347556685	-0.0195962904206965	0.0068178137033718	-34.7913485512096	-0.0843045022148987	0.00756341734026301	-8.97154617078844
r_0061	3-isopropylmalate dehydrogenase	(2R,3S)-3-isopropylmalate[c] + NAD[c] => (2S)-2-isopropyl-3-oxosuccinate[c] + H+[c] + NADH[c]	1.1.1.85	YCL018W	0.0351843602645601	0.000264801948065954	0.752612655381087	0.0390579278854268	0.00421514223670208	10.7920272910198	0.0235045603393229	0.00295460492632363	12.570347556685	0.0195962904206965	0.0068178137033718	34.7913485512096	0.0843045022148987	0.00756341734026301	8.97154617078844
r_0062	3-methyl-2-oxobutanoate decarboxylase	3-methyl-2-oxobutanoate[c] + H+[c] => carbon dioxide[c] + isobutyraldehyde[c]	4.1.1.-;4.1.1.1;4.1.1.43;4.1.1.74	YGR087C or YLR044C or YLR134W	1.85589407216644e-05	0.00029101331499838	1568.04916488941	0.000268528591575069	0.00415088932461769	1545.79045019766	0.000495841068490971	0.00419151877002132	845.335135868772	0.000513465965381339	0.00749557689677445	1459.80014297689	0.000678126323906823	0.00910072599158862	1342.03992246717
r_0063	3-methyl-2-oxobutanoate hydroxymethyltransferase	3-methyl-2-oxobutanoate[m] + 5,10-methylenetetrahydrofolate[m] + H2O[m] => 2-dehydropantoate[m] + THF[m]	2.1.2.11	YBR176W	4.223416797517e-06	8.92992316861645e-05	2114.38358957763	3.80229867822883e-05	0.000894938216055775	2353.67679340922	3.57788624390301e-05	0.000792355585142443	2214.5913288682	8.06198109942067e-05	0.00189835186550915	2354.69649717434	5.78289034429899e-05	0.00129074848707875	2232.01273105795
r_0064	3-methyl-2-oxopentanoate decarboxylase	(S)-3-methyl-2-oxopentanoate[c] + H+[c] => 2-methylbutanal[c] + carbon dioxide[c]	4.1.1.-;4.1.1.1;4.1.1.43;4.1.1.74	YDL080C or YGR087C or YLR044C or YLR134W	1.63423610163359e-05	0.000231488790667753	1416.49539155545	0.000179321781631573	0.00271170752768395	1512.20197736788	0.000119847993350518	0.00197104215445488	1644.61840315523	0.000332851890948557	0.00504590578184513	1515.96127859312	0.000372093127550286	0.00475170499481165	1277.02035941781
r_0065	3-phosphoshikimate 1-carboxyvinyltransferase	3-phosphoshikimic acid[c] + phosphoenolpyruvate[c] => 5-O-(1-carboxyvinyl)-3-phosphoshikimic acid[c] + phosphate[c]	1.1.1.25;2.5.1.19;2.7.1.71;4.2.1.10;4.2.3.4	YDR127W	0.0320682700870418	0.00101969098306727	3.17975051444796	0.0359699812110715	0.00562915054207474	15.649578766925	0.0221036428479195	0.00608938838378318	27.5492525176968	0.0193055440671196	0.0118193665517599	61.2226545424851	0.0775717371266145	0.00813368024304673	10.4853656039322
r_0066	4-amino-4-deoxychorismate synthase	chorismate[c] + L-glutamine[c] => 4-amino-4-deoxychorismate[c] + L-glutamate[c]	2.6.1.85	YNR033W	1.03882256681611e-05	0.00011656520861588	1122.08968441204	0.000303634457648158	0.00361770459177273	1191.46707517788	5.88214474534404e-05	0.001318767813964	2241.98463495455	0.000264896205788918	0.00427036211146584	1612.08881748524	9.10689073188584e-05	0.00212334257708809	2331.57796618078
r_0067	4-aminobenzoate synthase	4-amino-4-deoxychorismate[c] => 4-aminobenzoate[c] + H+[c] + pyruvate[c]	4.1.3.38	YMR289W	1.03882256681611e-05	0.00011656520861588	1122.08968441204	0.000303634457648158	0.00361770459177273	1191.46707517788	5.88214474534404e-05	0.001318767813964	2241.98463495455	0.000264896205788918	0.00427036211146584	1612.08881748524	9.10689073188584e-05	0.00212334257708809	2331.57796618078
r_0068	4-aminobutyrate transaminase	2-oxoglutarate[c] + gamma-aminobutyrate[c] => L-glutamate[c] + succinic semialdehyde[c]	2.6.1.19	YGR019W	0.000245115774365072	0.00491386751009028	2004.71288427632	0.00104277487543883	0.0214456936122327	2056.59861177685	0.00178473931807872	0.0380985759267733	2134.68575163047	0.00427616879536003	0.0748683611701217	1750.82801341611	0.00127722695291542	0.0285265615132455	2233.47631743366
r_0069	4-hydroxy-L-threonine synthase	4-(phosphonooxy)-L-threonine[c] + H2O[c] => 4-hydroxy-L-threonine[c] + phosphate[c]	4.2.3.1	YCR053W	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
r_0070	4-hydroxybenzoate formation	4-hydroxybenzoyl-CoA[m] + H2O[m] => 4-hydroxybenzoate[m] + coenzyme A[m] + H+[m]			0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
r_0072	4-methyl-2-oxopentanoate decarboxylase	4-methyl-2-oxopentanoate[c] + H+[c] => 3-methylbutanal[c] + carbon dioxide[c]	4.1.1.-	YDL080C	1.69500511978076e-05	0.000243755111592237	1438.07891048592	0.000207459794173696	0.00331015648352445	1595.56529818641	0.000200569572029833	0.00267077274776061	1331.59417988056	0.000394064493966146	0.00567280965901415	1439.56376326092	0.000409916098415102	0.00579000124859502	1412.48447450136
r_0073	4PP-IP5 depyrophosphorylation to IP6	4-diphospho-1D-myo-inositol pentakisphosphate[c] + H2O[c] <=> 2 H+[c] + myo-inositol hexakisphosphate[c] + phosphate[c]	2.7.4.21;2.7.4.24;3.6.1.52;3.6.1.60	YLR410W or YOR163W	-9.79180318535478e-05	0.00282523614103593	-2885.30732037336	-0.000493736933775172	0.0123386459221267	-2499.03239520364	-0.000673914319237514	0.0194444991860037	-2885.30732037327	-0.000883632006633405	0.0279317159619698	-3161.01224857034	-0.000255450699574254	0.0104266447691394	-4081.66616357556
r_0074	4PP-IP5 pyrophosphorylation to 4,5-PP2-IP4	4-diphospho-1D-myo-inositol pentakisphosphate[c] + ATP[c] + 2 H+[c] => 4,5-bis(diphospho)-1D-myo-inositol tetrakisphosphate[c] + ADP[c] + H2O[c]	2.7.4.21	YDR017C	9.79180318535478e-05	0.00282523614103593	2885.30732037336	0.000493736933775172	0.0123386459221267	2499.03239520364	0.000673914319237514	0.0194444991860037	2885.30732037327	0.000883632006633405	0.0279317159619698	3161.01224857034	0.000255450699574254	0.0104266447691394	4081.66616357556
r_0075	5'-methylthioadenosine phosphorylase	5'-S-methyl-5'-thioadenosine[c] + phosphate[c] => adenine[c] + S-methyl-5-thio-alpha-D-ribose 1-phosphate[c]	2.4.2.28	YLR017W	6.47483012772846e-05	0.000704250119286248	1087.67350709372	0.00037089850672801	0.00368245727327455	992.847694578344	0.000742447997227234	0.00769274769917845	1036.13286424207	0.000877797002825051	0.00940031316007716	1070.89829765011	0.000468621783760947	0.00480054080002401	1024.39557151975
r_0076	5'-nucleotidase (CMP)	CMP[c] + H2O[c] => cytidine[c] + phosphate[c]	3.1.3.-	YER037W or YGL224C	9.18154269120022e-05	0.00224124490582165	2441.03303900085	0.000613271102591656	0.012803492905777	2087.73784573739	0.000915039466508223	0.0202310097126161	2210.9439486602	0.000996719337634679	0.0283078989515399	2840.10732837968	0.000804569823069301	0.0158902413759335	1974.99843025617
